ID,Donations,Volunteering,Appeal1,Appeal2,Appeal3
73,219.36,3.0,-0.0,1.0,0.3799559988260709
74,969.57,0.0,0.0,0.0,2.186746109628007
75,10056.86,2.0,1.0,0.0,0.0
76,19012.68,5.0,1.0,0.0,0.0
77,3517.18,0.0,-0.0,0.0,2.3339795125867484
78,24424.9,6.0,1.0,0.0,0.8690434117500988
79,4518.81,0.0,-0.0,-0.0,0.14393716216664643
80,14345.17,3.0,2.0,0.0,1.7571941305175445
81,2076.45,3.0,0.0,0.0,0.7325528975972866
82,6526.84,0.0,2.0,1.0,0.0
83,4909.11,0.0,1.0,0.0,1.9498771933113692
84,11305.92,4.0,2.0,-0.0,0.366500962414396
85,1378.31,0.0,1.0,0.0,0.0
86,559.34,1.0,-0.0,0.0,1.608928879599334
87,9146.29,2.0,1.0,-0.0,3.6584443249588716
88,21175.4,5.0,3.0,0.0,1.1645204489719303
89,1660.06,0.0,1.0,-0.0,0.6499070181258904
90,170.64,2.0,2.0,0.0,0.8805945005447342
91,23707.41,6.0,4.0,-0.0,1.2694892657918562
92,476.7,-0.0,1.0,-0.0,2.311627175880422
93,5897.45,-0.0,1.0,0.0,0.7325478007051465
94,779.16,3.0,0.0,-0.0,0.3440829988843793
95,10406.23,2.0,1.0,-0.0,0.35598845082675523
96,620.73,0.0,0.0,1.0,1.8175488445732193
97,20063.21,4.0,2.0,1.0,1.3067695739180525
98,8408.07,1.0,0.0,1.0,0.7019532719381747
99,13897.1,5.0,-0.0,0.0,1.597626818419206
100,11718.12,4.0,0.0,0.0,0.6440369506617877
101,7978.12,2.0,0.0,0.0,0.018212483567300874
102,2476.28,-0.0,0.0,0.0,1.5333981119015387
103,8793.26,2.0,1.0,0.0,1.917267127298826
104,6253.33,1.0,1.0,-0.0,1.687298424206526
105,867.05,0.0,-0.0,0.0,2.0466808205218836
106,13129.2,3.0,1.0,-0.0,2.4848000270222586
107,3653.56,2.0,0.0,0.0,0.0
108,71.43,-0.0,-0.0,-0.0,0.0
109,646.89,0.0,1.0,0.0,0.05179791128083666
110,85.52,0.0,0.0,0.0,0.0
111,199.12,0.0,0.0,0.0,0.0
112,19707.59,5.0,2.0,-0.0,0.9129369975276291
113,1023.4,0.0,0.0,0.0,1.4083951042622178
114,2292.32,2.0,2.0,0.0,0.7241648851926277
115,28137.12,7.0,2.0,0.0,0.9908925417795671
116,10784.63,0.0,2.0,0.0,1.641936282307856
117,3345.42,0.0,0.0,0.0,1.0864211661649514
118,3090.66,1.0,0.0,0.0,3.185570465642694
119,22526.2,4.0,2.0,0.0,1.0496477198068381
120,21585.52,6.0,3.0,0.0,1.223244450937147
121,259.2,0.0,-0.0,1.0,0.8579400730396888
122,5195.4,1.0,1.0,0.0,1.3355948871942949
123,20779.13,5.0,2.0,0.0,1.2416382081241477
124,17113.62,5.0,4.0,0.0,2.7727298393233406
125,6756.95,2.0,0.0,0.0,1.4532658438342259
126,12010.82,3.0,1.0,0.0,2.911503967566789
127,104.73,1.0,2.0,1.0,1.934233249692058
128,917.86,0.0,1.0,-0.0,2.951553223663012
129,20791.52,4.0,3.0,0.0,2.6031544138092837
130,25282.03,5.0,2.0,0.0,0.5217571502944255
131,18395.68,6.0,2.0,0.0,1.8942844382897905
132,3953.04,0.0,2.0,-0.0,0.607159554446673
133,18093.12,4.0,2.0,0.0,0.0
134,7196.27,2.0,1.0,0.0,0.0
135,5266.52,2.0,2.0,0.0,1.1073959133249696
136,1.11,0.0,0.0,0.0,0.009934466636976724
137,3328.99,0.0,1.0,1.0,0.16018392644982793
138,1341.51,0.0,1.0,0.0,1.669378733225352
139,18617.18,5.0,2.0,0.0,1.6611081854577456
140,9239.39,1.0,0.0,0.0,1.5317143979113763
141,1713.46,0.0,1.0,1.0,0.27206721809058076
142,1.94,0.0,0.0,0.0,0.0
143,448.88,-0.0,-0.0,0.0,2.7639099897493082
144,96.58,0.0,0.0,1.0,0.708250402260783
145,13.3,-0.0,0.0,-0.0,1.165900057915362
146,397.26,2.0,0.0,0.0,0.7234069121990141
147,2635.89,-0.0,1.0,0.0,0.27222022731957873
148,25998.54,7.0,1.0,0.0,0.7675790163357235
149,24673.9,8.0,3.0,0.0,0.010941321647140345
150,3872.53,2.0,1.0,1.0,0.12035871509179386
151,1089.68,1.0,2.0,0.0,0.9362353070408256
152,268.18,0.0,-0.0,0.0,0.0
153,2369.22,1.0,1.0,-0.0,0.0
154,7838.15,3.0,1.0,0.0,0.35485539561757284
155,398.63,0.0,0.0,1.0,1.6404107457124906
156,1300.28,-0.0,0.0,1.0,1.2033812439336802
157,4606.01,0.0,0.0,1.0,0.0
158,2501.54,0.0,0.0,0.0,2.8990358155727076
159,33710.45,9.0,4.0,0.0,0.5087875899136433
160,36171.29,9.0,3.0,0.0,1.1318804160880682
161,45657.37,10.0,4.0,0.0,2.9398900366215273
162,24798.57,6.0,5.0,0.0,0.12375023492910919
163,367.4,0.0,1.0,0.0,0.6085022954719592
164,2227.61,0.0,0.0,0.0,0.0
165,7041.36,1.0,0.0,-0.0,0.0817932005431159
166,14849.86,3.0,1.0,0.0,1.2074526517610225
167,467.9,1.0,-0.0,0.0,1.081952146783173
168,12026.38,3.0,0.0,0.0,0.0
169,9146.62,1.0,0.0,0.0,0.12294462194078537
170,20558.85,7.0,2.0,0.0,1.7755891997651605
171,1009.42,0.0,0.0,-0.0,2.568215800590549
172,9208.71,1.0,-0.0,0.0,2.4910606355241254
173,824.05,1.0,0.0,1.0,1.0448223478285261
174,511.31,2.0,0.0,2.0,0.0
175,3207.31,0.0,0.0,1.0,0.0
176,782.74,0.0,2.0,0.0,0.8981707998308537
177,158.0,0.0,0.0,-0.0,0.0
178,16664.12,5.0,1.0,1.0,1.426555960685062
179,2231.19,1.0,0.0,0.0,0.6427220903727071
180,11577.33,3.0,1.0,0.0,0.8127751947028118
181,3128.65,0.0,1.0,0.0,0.0
182,34.54,-0.0,1.0,0.0,1.4197459256382752
183,12849.76,4.0,3.0,0.0,0.0
184,874.38,0.0,0.0,1.0,0.2841009342600678
185,16.49,1.0,-0.0,0.0,2.1690333056151303
186,695.35,1.0,0.0,0.0,0.9857053055121641
187,21892.88,7.0,3.0,0.0,0.0
188,11924.68,3.0,1.0,0.0,0.0
189,1688.35,0.0,0.0,0.0,0.7248865857054134
190,17.43,0.0,0.0,-0.0,2.157896899858854
191,278.41,1.0,1.0,1.0,1.2802957842100504
192,1336.41,-0.0,0.0,0.0,0.24603859211661683
193,1188.37,1.0,1.0,0.0,1.7606855382438367
194,2009.82,1.0,1.0,1.0,1.0844595247617534
195,10536.59,0.0,2.0,0.0,0.0
196,20252.43,5.0,2.0,0.0,3.9724971007313044
197,14147.38,3.0,1.0,0.0,1.3187076375340918
198,28910.45,7.0,4.0,0.0,0.4513316207118431
199,659.01,-0.0,2.0,-0.0,0.35137932201928257
200,83215.83,21.0,8.0,0.0,1.183681376589656
201,657.25,0.0,-0.0,-0.0,1.1883192404755012
202,51308.58,12.0,4.0,0.0,0.01002180062830138
203,570.84,0.0,2.0,2.0,0.7973761243871671
204,11678.58,4.0,-0.0,-0.0,2.8962187790763934
205,12118.24,3.0,1.0,0.0,1.197851058251696
206,1383.97,0.0,0.0,1.0,1.7119941459054149
207,14683.98,4.0,1.0,0.0,3.022240519261301
208,5948.48,2.0,1.0,1.0,1.0667368435988607
209,2498.61,1.0,0.0,-0.0,0.0
210,2741.03,0.0,-0.0,1.0,0.6367018925394978
211,4475.57,1.0,0.0,0.0,1.513290264989097
212,591.72,0.0,1.0,0.0,0.3358540581921501
213,36740.06,8.0,3.0,0.0,1.3769473728119688
214,854.2,0.0,0.0,2.0,1.3532535462422606
215,2928.08,0.0,1.0,1.0,2.136687152786728
216,1126.24,1.0,0.0,0.0,2.526637012962851
217,1647.57,-0.0,0.0,-0.0,1.5710444481009695
218,12637.09,2.0,1.0,-0.0,0.7617434421921536
219,2368.04,1.0,0.0,0.0,0.0
220,8647.49,4.0,0.0,0.0,0.0
221,252.0,0.0,1.0,-0.0,2.249906214337106
222,1725.0,-0.0,1.0,1.0,1.0747734575716024
223,2392.98,1.0,-0.0,0.0,0.3753662937831238
224,2987.24,0.0,-0.0,0.0,1.6203248207089738
225,47141.42,11.0,4.0,0.0,0.0
226,18952.44,5.0,4.0,0.0,1.4392913636358804
227,18586.61,4.0,1.0,0.0,2.110647326414579
228,4713.95,1.0,-0.0,1.0,1.7709722313335545
229,4721.21,-0.0,-0.0,0.0,2.680260059506416
230,170.67,0.0,1.0,0.0,0.0
231,5395.74,4.0,1.0,0.0,2.2420135125210265
232,2189.79,0.0,1.0,0.0,0.9157187005915927
233,2537.39,0.0,-0.0,0.0,1.1977158786061222
234,413.45,-0.0,0.0,1.0,0.3778704734713102
235,2785.51,2.0,0.0,1.0,0.0
236,4193.9,2.0,1.0,0.0,1.508740889278643
237,869.44,1.0,0.0,1.0,1.8091028036124739
238,102.83,0.0,0.0,-0.0,0.17595962934154097
239,0.09,0.0,-0.0,0.0,0.0
240,2250.65,2.0,-0.0,0.0,0.25504135438671194
241,847.22,1.0,3.0,-0.0,2.115643194767979
242,7607.03,1.0,3.0,0.0,1.532790490946791
243,28198.02,7.0,4.0,0.0,0.32837264123340903
244,364.61,1.0,0.0,1.0,0.0
245,37476.05,10.0,4.0,0.0,0.25156941750634076
246,11972.79,4.0,0.0,0.0,1.4153603385277722
247,11555.69,1.0,1.0,0.0,0.0
248,3565.12,1.0,1.0,0.0,1.8848626086863756
249,470.7,1.0,-0.0,0.0,0.0
250,13.08,-0.0,0.0,1.0,0.3840247293261211
251,1780.08,0.0,0.0,0.0,1.0278478690399273
252,5951.38,1.0,0.0,0.0,0.0
253,8384.22,1.0,1.0,0.0,0.0
254,290.31,0.0,0.0,0.0,0.9264054027610328
255,5332.18,2.0,-0.0,0.0,1.6420761394506749
256,23.62,1.0,0.0,1.0,0.102883854122098
257,3706.09,0.0,-0.0,0.0,0.4422547765930507
258,0.33,-0.0,1.0,1.0,1.8507883490317305
259,4576.63,1.0,1.0,2.0,0.9455030979031203
260,15749.65,2.0,0.0,0.0,2.1793292943398996
261,5250.13,0.0,2.0,0.0,0.0
262,10315.92,2.0,1.0,0.0,1.5341380553624413
263,19998.84,5.0,3.0,0.0,0.9358773200033162
264,9966.93,2.0,2.0,1.0,0.9973973150074081
265,11502.03,3.0,1.0,0.0,2.0309368943858113
266,108.72,-0.0,0.0,0.0,0.06539235899448037
267,784.07,1.0,0.0,0.0,1.9677942233595325
268,8632.62,2.0,2.0,0.0,1.7870834097794714
269,6363.73,1.0,0.0,-0.0,0.0
270,107.87,0.0,0.0,-0.0,1.960678173031417
271,26659.69,6.0,4.0,0.0,1.03039272168202
272,4351.46,1.0,0.0,1.0,1.2617607883807604
273,22503.65,5.0,2.0,0.0,1.5071376651682358
274,10609.15,2.0,3.0,0.0,1.4548701063918816
275,79.3,0.0,1.0,0.0,0.0
276,1447.34,1.0,0.0,0.0,1.6187825414192551
277,2006.81,2.0,0.0,0.0,0.7625266068694274
278,5221.54,1.0,-0.0,-0.0,0.0
279,47.74,-0.0,-0.0,1.0,1.2893094031182097
280,1741.38,-0.0,0.0,0.0,0.49951248665079817
281,9423.75,1.0,2.0,0.0,0.5114388547588129
282,1901.01,0.0,0.0,1.0,3.358714375717216
283,869.09,1.0,0.0,1.0,3.7477348590853263
284,14284.22,1.0,-0.0,1.0,1.7125423940046753
285,9026.36,2.0,0.0,0.0,0.145141162531512
286,329.58,1.0,-0.0,-0.0,1.5299533937085408
287,4467.15,0.0,1.0,0.0,0.30605325623167534
288,727.65,-0.0,0.0,0.0,3.189397126239811
289,2283.72,0.0,0.0,0.0,0.0
290,8308.58,1.0,1.0,0.0,1.8217584602343555
291,8748.1,3.0,0.0,1.0,0.0
292,6852.48,0.0,1.0,0.0,1.5669335325349065
293,17739.04,3.0,1.0,0.0,2.0857331243183164
294,1349.57,0.0,1.0,0.0,1.1407241484132802
295,20639.8,3.0,2.0,0.0,0.0
296,18213.78,5.0,3.0,-0.0,0.479670406555169
297,2285.85,0.0,1.0,0.0,0.0
298,47322.1,11.0,5.0,0.0,0.3009516590103932
299,11189.72,5.0,3.0,0.0,1.0877815404830682
300,0.31,0.0,-0.0,-0.0,0.6511743434279449
301,33208.14,7.0,3.0,0.0,0.19778596342549182
302,2239.16,0.0,1.0,-0.0,2.319370222549599
303,2029.94,-0.0,1.0,-0.0,0.0
304,3132.1,2.0,0.0,1.0,2.0819357068999746
305,6835.17,1.0,1.0,0.0,1.523843956955902
306,2690.23,0.0,-0.0,0.0,0.17858881691855133
307,0.83,0.0,0.0,1.0,0.0
308,8275.96,2.0,1.0,0.0,1.7396029697318376
309,1065.64,0.0,-0.0,0.0,1.7133514741359832
310,4930.21,3.0,0.0,0.0,1.0629907099530438
311,7040.76,2.0,2.0,0.0,0.15505611679374876
312,316.24,1.0,1.0,1.0,2.966119320217722
313,15.42,0.0,1.0,2.0,1.4573288909668296
314,29.85,-0.0,0.0,-0.0,1.885953633110402
315,4375.59,1.0,1.0,0.0,3.005139507034212
316,172.04,0.0,0.0,-0.0,2.2305199738438652
317,8361.47,2.0,2.0,0.0,2.4631628262836935
318,33320.87,8.0,4.0,0.0,2.517308694663786
319,4833.02,1.0,0.0,-0.0,0.6409421898485036
320,12152.58,6.0,2.0,-0.0,1.8965296410386303
321,4873.81,1.0,2.0,-0.0,0.5439522454769722
322,2883.41,1.0,1.0,2.0,1.823805791833086
323,6680.54,0.0,0.0,0.0,2.812013817999654
324,4620.24,2.0,0.0,0.0,2.5177049041882835
325,10.11,0.0,1.0,1.0,0.0
326,8518.65,2.0,0.0,-0.0,1.9834252877186944
327,1308.88,0.0,0.0,0.0,3.186156331634706
328,1572.07,1.0,0.0,0.0,2.2543890695230493
329,1131.56,1.0,0.0,-0.0,1.4944142873516726
330,190.86,-0.0,0.0,0.0,1.7516593030462448
331,7450.93,3.0,1.0,0.0,1.4936602290887466
332,592.16,0.0,0.0,-0.0,2.0378368333237233
333,128.06,0.0,0.0,1.0,0.8231102383507374
334,19910.44,5.0,2.0,0.0,0.4875814241394444
335,2616.45,0.0,1.0,0.0,0.0
336,7588.02,2.0,1.0,0.0,2.2732616295724783
337,9942.72,3.0,0.0,0.0,0.3119922397715664
338,19321.18,4.0,2.0,-0.0,0.6709676891979861
339,2578.28,0.0,0.0,0.0,1.5018892273697944
340,103.0,0.0,0.0,0.0,0.0
341,8660.84,2.0,0.0,0.0,0.6375991230937974
342,164.03,0.0,-0.0,-0.0,1.1412825688737758
343,39039.58,10.0,4.0,0.0,2.5547072324386617
344,936.55,-0.0,0.0,-0.0,0.0
345,48.19,2.0,-0.0,1.0,1.8740326018909883
346,22247.78,4.0,2.0,0.0,0.8764858008193226
347,654.41,0.0,1.0,0.0,0.0
348,6222.37,2.0,1.0,0.0,0.0
349,52275.98,12.0,6.0,0.0,0.9542812462546741
350,34699.67,10.0,3.0,0.0,1.1978523830768295
351,9065.15,3.0,0.0,-0.0,0.2900857497735343
352,2037.67,-0.0,-0.0,0.0,1.171154076149405
353,5796.97,2.0,-0.0,0.0,1.5626712411602584
354,21719.12,6.0,1.0,0.0,0.9964188044691786
355,3689.83,0.0,0.0,0.0,0.6733289442822763
356,9729.3,2.0,0.0,0.0,1.322280201173863
357,7265.17,1.0,1.0,0.0,2.769032480689195
358,5727.68,1.0,1.0,0.0,0.0
359,2236.31,1.0,-0.0,0.0,1.3372750808739022
360,4112.92,-0.0,0.0,0.0,0.0
361,64987.81,16.0,7.0,0.0,0.42756606490127247
362,13.55,0.0,-0.0,0.0,1.7400192912428405
363,141.14,0.0,2.0,0.0,0.8708089802829633
364,3559.65,1.0,0.0,0.0,1.2808893229064087
365,8817.86,2.0,2.0,0.0,1.8396273716573135
366,1929.45,-0.0,0.0,1.0,0.6561355757598337
367,601.4,0.0,0.0,1.0,2.5632742558690245
368,398.95,0.0,0.0,0.0,0.995887826641986
369,4265.41,1.0,1.0,0.0,0.06054212753334676
370,7742.13,2.0,1.0,0.0,3.027649591833344
371,863.75,0.0,1.0,1.0,0.5083366476343052
372,56191.81,14.0,5.0,0.0,0.5146192913106975
373,22142.84,6.0,2.0,0.0,1.057659512995359
374,58.43,-0.0,0.0,-0.0,3.3264497437516902
375,24010.67,5.0,3.0,0.0,0.9336082876223472
376,9400.02,3.0,0.0,1.0,2.766269076489781
377,2854.74,1.0,0.0,-0.0,0.0
378,9602.51,0.0,-0.0,0.0,1.5081705379773012
379,31.22,1.0,0.0,-0.0,0.16032067127511052
380,32.23,0.0,-0.0,-0.0,1.964056021768369
381,4053.78,1.0,-0.0,-0.0,0.0
382,19198.0,5.0,3.0,0.0,0.0
383,3050.44,1.0,0.0,-0.0,1.1139606528636226
384,558.21,-0.0,-0.0,-0.0,1.0401755368250356
385,16150.13,3.0,2.0,0.0,2.479874130267464
386,298.03,0.0,-0.0,-0.0,0.0
387,5251.29,2.0,1.0,0.0,0.1069702228150754
388,406.83,-0.0,0.0,0.0,1.4965714727600097
389,96634.93,24.0,10.0,0.0,0.0
390,6566.75,2.0,0.0,1.0,1.0871440967460826
391,5438.49,1.0,1.0,0.0,0.0
392,618.35,-0.0,0.0,0.0,0.291628017717777
393,2613.68,1.0,0.0,-0.0,0.9073343993464871
394,5464.61,1.0,1.0,0.0,0.8264006756040765
395,3150.36,-0.0,1.0,-0.0,3.369728212101876
396,12545.83,2.0,0.0,0.0,1.0810197602345843
397,4622.88,-0.0,0.0,0.0,1.4627378071335908
398,19718.96,4.0,1.0,0.0,1.7546439297469734
399,19627.38,4.0,2.0,0.0,0.8256875802096584
400,15982.89,6.0,2.0,0.0,0.0
401,4113.37,0.0,1.0,-0.0,1.8802949195460772
402,16829.19,1.0,3.0,0.0,2.4168540231474642
403,937.99,1.0,0.0,-0.0,0.6628906277207274
404,92.23,0.0,-0.0,0.0,1.173693700851862
405,869.59,1.0,1.0,0.0,0.0
406,22496.04,5.0,3.0,0.0,1.306992877295505
407,17.83,0.0,1.0,1.0,0.0
408,456.82,0.0,-0.0,0.0,1.3405347536281713
409,30168.2,8.0,2.0,0.0,0.8849055281074898
410,14191.45,2.0,2.0,0.0,2.6367889444817565
411,25803.44,6.0,2.0,0.0,1.0757074475759287
412,1502.96,1.0,0.0,0.0,0.19879675903156457
413,512.45,0.0,0.0,0.0,0.7992198680859228
414,2332.6,1.0,0.0,0.0,0.6578841774839754
415,63.86,0.0,0.0,1.0,1.6688704482266585
416,4076.41,2.0,0.0,0.0,1.7443206994729805
417,203.05,3.0,-0.0,0.0,0.0
418,12657.74,2.0,2.0,0.0,2.596804080974844
419,121533.14,29.0,13.0,0.0,0.0
420,1200.84,1.0,-0.0,1.0,0.8981103501651968
421,2437.09,1.0,1.0,0.0,0.36594656154009064
422,64328.11,15.0,4.0,0.0,1.2335356234498083
423,667.14,2.0,2.0,0.0,1.8584118748010787
424,1827.9,2.0,-0.0,1.0,2.216725349487046
425,83.5,0.0,0.0,2.0,1.6862159176811096
426,3471.62,0.0,-0.0,-0.0,2.4146325408516085
427,66498.76,15.0,7.0,0.0,1.5902334760808952
428,344.85,1.0,0.0,1.0,1.1344358915078823
429,153.19,-0.0,0.0,1.0,0.0
430,7180.88,2.0,-0.0,1.0,0.24236465223228165
431,133.0,1.0,-0.0,0.0,2.356923160643836
432,71.21,0.0,0.0,-0.0,0.9542769698870703
433,9093.88,1.0,1.0,-0.0,0.5147728086510399
434,55.09,0.0,0.0,0.0,1.2768288358408193
435,1414.36,-0.0,1.0,0.0,1.2697152681198378
436,9744.58,2.0,0.0,0.0,2.0301686664180956
437,8.89,1.0,-0.0,0.0,1.2999141096495574
438,1321.75,0.0,2.0,-0.0,0.4576035492129924
439,5790.41,2.0,2.0,0.0,1.9532820187320112
440,0.03,0.0,1.0,0.0,0.0
441,15913.07,4.0,2.0,0.0,0.12899634070479749
442,30807.56,9.0,3.0,0.0,0.7115266504281905
443,3730.53,1.0,0.0,1.0,2.483015025084235
444,35170.15,8.0,4.0,0.0,1.3749750691235714
445,52674.92,14.0,6.0,0.0,1.7415610016618202
446,15607.4,2.0,1.0,0.0,0.0
447,30420.72,8.0,2.0,0.0,0.0
448,2627.22,1.0,0.0,0.0,2.0445638077251234
449,363.51,-0.0,0.0,-0.0,1.125656979215017
450,3531.26,0.0,0.0,1.0,1.7991052257315165
451,7295.65,1.0,1.0,0.0,1.8721890506411638
452,26635.15,5.0,2.0,-0.0,3.769437182880231
453,1045.3,0.0,1.0,-0.0,0.9186233170404609
454,12889.73,1.0,2.0,0.0,0.21236528764290707
455,949.95,2.0,0.0,1.0,1.0058212482004059
456,15.44,1.0,0.0,-0.0,0.0
457,54.28,0.0,0.0,-0.0,0.0
458,15426.56,4.0,0.0,0.0,0.0
459,6929.28,1.0,2.0,0.0,1.1644953921753594
460,221.04,-0.0,0.0,1.0,0.06869275295224697
461,1978.93,1.0,0.0,-0.0,2.8644481639574746
462,2152.35,1.0,-0.0,0.0,1.359044777994399
463,5461.58,2.0,0.0,-0.0,1.3178913060969215
464,9.52,1.0,1.0,0.0,0.0
465,12902.56,3.0,3.0,0.0,0.0
466,3432.89,1.0,-0.0,0.0,2.004396740996963
467,6936.16,2.0,0.0,0.0,1.1054065584532713
468,24.94,0.0,0.0,2.0,0.0
469,5869.12,2.0,0.0,1.0,0.0
470,25058.92,8.0,3.0,0.0,0.0
471,3726.35,0.0,1.0,0.0,0.0
472,4279.3,1.0,0.0,0.0,0.3410062111906105
473,7559.28,1.0,1.0,0.0,0.0
474,48351.1,11.0,5.0,0.0,1.6327290092254945
475,4665.23,1.0,-0.0,1.0,2.048831702998641
476,147.43,-0.0,1.0,0.0,1.163909607917807
477,2072.67,1.0,2.0,0.0,0.633796626772295
478,1782.97,1.0,1.0,0.0,0.6020170942496413
479,3175.97,0.0,0.0,-0.0,2.3169960302094594
480,10188.28,2.0,2.0,0.0,1.012342296454829
481,26018.88,8.0,2.0,0.0,0.0
482,2850.22,-0.0,0.0,0.0,1.9396157731570627
483,1969.11,-0.0,0.0,1.0,1.5384554901456418
484,3022.24,0.0,0.0,0.0,0.7431655610749738
485,9712.46,3.0,1.0,-0.0,1.1004952025047279
486,47680.04,12.0,4.0,0.0,0.5933063576739146
487,14012.22,4.0,2.0,0.0,0.5757575940474527
488,1127.99,0.0,0.0,0.0,0.26093080116386613
489,11402.56,1.0,2.0,0.0,0.7549148166856631
490,5033.36,-0.0,0.0,0.0,0.9901250166766626
491,1559.69,0.0,1.0,0.0,1.8560528556839029
492,191.52,0.0,0.0,1.0,0.9446276793805287
493,3087.57,1.0,0.0,0.0,0.0
494,36080.58,8.0,1.0,0.0,2.966753117560086
495,4023.84,0.0,0.0,0.0,0.7770147366130958
496,7772.12,3.0,0.0,1.0,1.392917338700962
497,23672.19,6.0,1.0,-0.0,2.3972459491341414
498,3992.36,1.0,-0.0,1.0,3.409845807164483
499,1773.81,-0.0,0.0,3.0,0.0
500,5848.11,1.0,3.0,0.0,1.0632473601929597
501,1644.09,0.0,0.0,1.0,0.5817039846562515
502,33074.49,8.0,4.0,0.0,0.02279402189291657
503,16340.9,2.0,0.0,0.0,1.692350483321272
504,8113.88,2.0,1.0,0.0,1.6803077754430178
505,378.25,0.0,-0.0,0.0,2.3081793652050644
506,3087.58,0.0,0.0,0.0,1.153394919305933
507,4.91,0.0,0.0,-0.0,0.6566089851654288
508,456.31,1.0,1.0,1.0,0.0
509,5276.73,1.0,0.0,0.0,2.2900201017425506
510,1123.78,-0.0,1.0,-0.0,2.8597160323836723
511,8156.63,2.0,0.0,0.0,2.5308377133808846
512,192.02,0.0,-0.0,1.0,1.665954198699834
513,5988.62,2.0,2.0,-0.0,0.0
514,14065.0,4.0,3.0,0.0,0.56696435396865
